
No.,Player,Pos,Ht,Wt,Birth Date,Exp,College
3,Shareef Abdur-Rahim,SF,6-9,225,December 11 1976,2,University of California
10,Mike Bibby,PG,6-1,190,May 13 1978,R,University of Arizona
32,Pete Chilcutt,PF,6-10,230,September 14 1968,7,University of North Carolina
24,Terry Dehere,SG,6-2,190,September 12 1971,5,Seton Hall University
52,J.R. Henderson,SF,6-8,226,October 30 1976,R,University of California Los Angeles
14,Carl Herrera,PF,6-9,215,December 14 1966,7,University of Houston
13,Felipe Lopez,SG,6-5,199,December 19 1974,R,St. John's University
7,Sam Mack,SF,6-7,220,May 26 1970,4,University of Houston
44,Tony Massenburg,PF,6-9,220,July 31 1967,6,University of Maryland
11,Lee Mayberry,PG,6-1,172,June 12 1970,6,University of Arkansas
40,Makhtar N'Diaye,PF,6-8,245,December 12 1973,R,University of North Carolina
1,Cherokee Parks,C,6-11,235,October 11 1972,3,Duke University
50,Bryant Reeves,C,7-0,275,June 8 1973,3,Oklahoma State University
12,Rodrick Rhodes,SG,6-6,225,September 24 1973,1,University of Southern California
23,Jason Sasser,SF,6-7,225,January 13 1974,1,Texas Tech University
34,Michael Smith,PF,6-8,230,March 28 1972,4,Providence College
2,Doug West,SG,6-6,200,May 27 1967,9,Villanova University
6,DeJuan Wheat,PG,6-0,165,October 14 1973,1,University of Louisville
