
No.,Player,Pos,Ht,Wt,Birth Date,Exp,College
31,Alaa Abdelnaby,PF,6-10,240,June 24 1968,1,Duke University
9,Danny Ainge,SG,6-4,175,March 17 1959,10,Brigham Young University
2,Mark Bryant,PF,6-9,245,April 25 1965,3,Seton Hall University
42,Wayne Cooper,C,6-10,220,November 16 1956,13,University of New Orleans
22,Clyde Drexler,SG,6-7,210,June 22 1962,8,University of Houston
00,Kevin Duckworth,C,7-0,275,April 1 1964,5,Eastern Illinois University
25,Jerome Kersey,SF,6-7,215,June 26 1962,7,Longwood University
14,Robert Pack,PG,6-2,180,February 3 1969,R,University of Southern California
30,Terry Porter,PG,6-3,195,April 8 1963,6,University of Wisconsin-Stevens Point
3,Clifford Robinson,SF,6-10,225,December 16 1966,2,University of Connecticut
12,Lamont Strothers,SG,6-4,190,May 10 1968,R,Christopher Newport University
8,Ennis Whatley,PG,6-3,177,August 11 1962,6,University of Alabama
52,Buck Williams,PF,6-8,215,March 8 1960,10,University of Maryland
21,Danny Young,PG,6-3,175,July 26 1962,7,Wake Forest University
