
No.,Player,Pos,Ht,Wt,Birth Date,Exp,College
20,Dennis Awtrey,C,6-10,235,February 22 1948,1,Santa Clara University
23,Bill Bridges,PF,6-6,228,April 4 1939,9,University of Kansas
3,Fred Carter,SG,6-3,185,February 14 1945,2,Mount St. Mary's University
21,Archie Clark,PG,6-2,175,July 15 1941,5,University of Minnesota
32,Billy Cunningham,SF,6-6,210,June 3 1943,6,University of North Carolina
25,Fred Foster,SF,6-5,210,March 18 1946,3,Miami University
15,Hal Greer,PG,6-2,175,June 26 1936,13,Marshall University
26,Al Henry,C,6-9,190,February 9 1949,1,University of Wisconsin
54,Luke Jackson,PF,6-9,240,October 31 1941,7,University of Texas-Pan American
36,Jake Jones,SG,6-3,180,May 9 1949,R,Assumption College
22,Kevin Loughery,SG,6-3,190,March 28 1940,9,St. John's University
45,Bob Rule,C,6-9,220,June 29 1944,4,Colorado State University
12,Jim Washington,PF,6-6,210,July 1 1943,6,Villanova University
13,Dave Wohl,PG,6-2,185,November 2 1949,R,University of Pennsylvania
35,Barry Yates,PF,6-7,215,January 30 1946,R,University of Maryland
