
No.,Player,Pos,Ht,Wt,Birth Date,Exp,College
3,Chauncey Billups,PG,6-3,202,September 25 1976,R,University of Colorado
7,Dee Brown,SG,6-1,160,November 29 1968,7,Jacksonville University
21,Marcus Camby,C,6-11,220,March 22 1974,1,University of Massachusetts Amherst
13,Doug Christie,SG,6-6,200,May 9 1970,5,Pepperdine University
25,Lloyd Daniels,SG,6-7,205,September 4 1967,4,Mount San Antonio College
00,Chris Garner,PG,5-10,156,February 2 1975,R,University of Memphis
54,Popeye Jones,PF,6-8,250,June 17 1970,4,Murray State University
40,Tim Kempton,PF,6-10,245,January 25 1964,7,University of Notre Dame
55,Bob McCann,SF,6-6,244,April 22 1964,4,Morehead State University
1,Tracy McGrady,SF,6-8,210,May 24 1979,R,
2,Oliver Miller,C,6-9,280,April 6 1970,5,University of Arkansas
31,Shawn Respert,SG,6-1,195,February 6 1972,2,Michigan State University
34,Carlos Rogers,PF,6-11,220,February 6 1971,3,Tennessee State University
9,Roy Rogers,PF,6-10,235,August 19 1973,1,University of Alabama
35,Reggie Slater,PF,6-7,215,August 27 1970,3,University of Wyoming
40,Ed Stokes,C,7-0,264,September 3 1971,R,University of Arizona
20,Damon Stoudamire,PG,5-10,171,September 3 1973,2,University of Arizona
3,Zan Tabak,C,7-0,245,June 15 1970,3,
12,John Thomas,PF,6-9,265,September 8 1975,R,University of Minnesota
33,Gary Trent,PF,6-8,250,September 22 1974,2,Ohio University
44,John Wallace,SF,6-8,225,February 9 1974,1,Syracuse University
22,Alvin Williams,SG,6-5,185,August 6 1974,R,Villanova University
42,Walt Williams,SF,6-8,219,April 16 1970,5,University of Maryland
4,Sharone Wright,C,6-11,260,January 30 1973,3,Clemson University
