
No.,Player,Pos,Ht,Wt,Birth Date,Exp,College
31,Duane Causwell,C,7-0,240,May 31 1968,5,Temple University
23,Tyrone Corbin,SF,6-6,210,December 31 1962,10,DePaul University
5,Tyus Edney,PG,5-10,152,February 14 1973,R,University of California Los Angeles
40,Kevin Gamble,SF,6-5,210,November 13 1965,8,University of Iowa
33,Brian Grant,PF,6-9,254,March 5 1972,1,Xavier University
35,Byron Houston,PF,6-5,250,November 22 1969,3,Oklahoma State University
7,Bobby Hurley,PG,6-0,165,June 28 1971,2,Duke University
13,Sarunas Marciulionis,SG,6-5,200,June 13 1964,5,
20,Clint McDaniel,SG,6-4,180,February 26 1972,R,University of Arkansas
30,Billy Owens,SF,6-8,220,May 1 1969,4,Syracuse University
0,Olden Polynice,C,6-11,220,November 21 1964,8,University of Virginia
2,Mitch Richmond,SG,6-5,215,June 30 1965,7,Kansas State University
22,Lionel Simmons,SF,6-7,210,November 14 1968,5,La Salle University
34,Michael Smith,PF,6-8,230,March 28 1972,1,Providence College
42,Walt Williams,SF,6-8,219,April 16 1970,3,University of Maryland
4,Corliss Williamson,SF,6-7,245,December 4 1973,R,University of Arkansas
