
No.,Player,Pos,Ht,Wt,Birth Date,Exp,College
23,Mark Aguirre,SF,6-6,232,December 10 1959,7,DePaul University
45,Adrian Dantley,SF,6-5,208,February 28 1956,12,University of Notre Dame
50,Darryl Dawkins,C,6-11,251,January 11 1957,13,
34,Fennis Dembo,SF,6-5,215,January 24 1966,R,University of Wyoming
4,Joe Dumars,SG,6-3,190,May 24 1963,3,McNeese State University
53,James Edwards,C,7-0,225,November 22 1955,11,University of Washington
35,Steve Harris,SG,6-5,195,October 15 1963,3,University of Tulsa
15,Vinnie Johnson,SG,6-2,200,September 1 1956,9,Baylor University
40,Bill Laimbeer,C,6-11,245,May 19 1957,8,University of Notre Dame
25,John Long,SG,6-5,195,August 28 1956,10,University of Detroit Mercy
44,Rick Mahorn,PF,6-10,240,September 21 1958,8,Hampton University
12,Pace Mannion,SF,6-7,190,September 22 1960,5,University of Utah
10,Dennis Rodman,PF,6-7,210,May 13 1961,2,Southeastern Oklahoma State University
41,Jim Rowinski,PF,6-8,250,January 4 1961,R,Purdue University
22,John Salley,PF,6-11,230,May 16 1964,2,Georgia Institute of Technology
11,Isiah Thomas,PG,6-1,180,April 30 1961,7,Indiana University
24,Micheal Williams,PG,6-2,175,July 23 1966,R,Baylor University
