
No.,Player,Pos,Ht,Wt,Birth Date,Exp,College
14,Muggsy Bogues,PG,5-3,136,January 9 1965,12,Wake Forest University
7,Dee Brown,PG,6-1,160,November 29 1968,9,Jacksonville University
15,Vince Carter,SF,6-6,220,January 26 1977,1,University of North Carolina
13,Doug Christie,SG,6-6,200,May 9 1970,7,Pepperdine University
30,Dell Curry,SG,6-4,190,June 25 1964,13,Virginia Polytechnic Institute and State University
33,Antonio Davis,C,6-9,215,October 31 1968,6,University of Texas at El Paso
21,Antonio Lang,SF,6-8,205,May 15 1972,5,Duke University
22,Sean Marks,PF,6-10,250,August 23 1975,1,University of California
1,Tracy McGrady,SF,6-8,210,May 24 1979,2,
34,Charles Oakley,PF,6-8,225,December 18 1963,14,Virginia Union University
25,Aleksandar Radojevic,C,7-3,250,August 8 1976,R,Barton County Community College
4,Michael Stewart,C,6-10,230,April 25 1975,2,University of California
12,John Thomas,C,6-9,265,September 8 1975,2,University of Minnesota
20,Alvin Williams,PG,6-5,185,August 6 1974,2,Villanova University
42,Kevin Willis,PF,7-0,220,September 6 1962,14,Michigan State University
3,Haywoode Workman,PG,6-2,180,January 23 1966,7,Oral Roberts University
