
No.,Player,Pos,Ht,Wt,Birth Date,Exp,College
41,Thurl Bailey,PF,6-11,215,April 7 1961,2,North Carolina State University
45,Jeff Cook,PF,6-10,215,October 21 1956,6,Idaho State University
4,Adrian Dantley,SF,6-5,208,February 28 1956,9,University of Notre Dame
53,Mark Eaton,C,7-4,275,January 24 1957,3,University of California Los Angeles
14,Rickey Green,PG,6-0,170,August 18 1954,7,University of Michigan
20,Bob Hansen,SG,6-6,190,January 18 1961,2,University of Iowa
50,Steve Hayes,C,7-0,205,August 2 1955,4,Idaho State University
43,Marc Iavaroni,PF,6-8,210,September 15 1956,3,University of Virginia
32,Karl Malone,PF,6-9,250,July 24 1963,R,Louisiana Tech University
18,Pace Mannion,SF,6-7,190,September 22 1960,2,University of Utah
33,Fred Roberts,PF,6-10,218,August 14 1960,2,Brigham Young University
22,Carey Scurry,SF,6-7,188,December 4 1962,R,Long Island University
12,John Stockton,PG,6-1,170,March 26 1962,1,Gonzaga University
45,Jeff Wilkins,C,6-11,230,March 9 1955,5,Illinois State University
