
No.,Player,Pos,Ht,Wt,Birth Date,Exp,College
25,Jim Barnett,SG,6-4,170,July 7 1944,8,University of Oregon
46,Dennis Bell,SF,6-5,185,June 2 1951,1,Drake University
17,Henry Bibby,PG,6-1,185,November 24 1949,2,University of California Los Angeles
24,Bill Bradley,SF,6-5,205,July 28 1943,7,Princeton University
11,Jesse Dark,SG,6-5,210,September 2 1951,R,Virginia Commonwealth University
31,Mel Davis,PF,6-6,220,November 9 1950,1,St. John's University
10,Walt Frazier,PG,6-4,200,March 29 1945,7,Southern Illinois University
40,John Gianelli,C,6-10,220,June 10 1950,2,University of the Pacific
7,Greg Jackson,SG,6-0,180,August 2 1952,R,Guilford College
18,Phil Jackson,PF,6-8,220,September 17 1945,6,University of North Dakota
15,Earl Monroe,SG,6-3,185,November 21 1944,7,Winston-Salem State University
54,Howard Porter,SF,6-8,220,August 31 1948,3,Villanova University
6,Tom Riker,C,6-10,225,February 28 1950,2,University of South Carolina
9,Dave Stallworth,SF,6-7,200,December 20 1941,7,Wichita State University
41,Neal Walk,C,6-10,220,July 29 1948,5,University of Florida
43,Harthorne Wingo,PF,6-6,210,September 9 1947,2,Friendship Junior College
